投稿日,タイトル,著者,URL,タグ,分類ラベル,要約,読了時間,ソース
2025-05-27,【ドローン部2 】 ジオ展に向けたガチャガチャ景品案,AkiraMotoyoshi,https://medium.com/furuhashilab/ドローン部2-ジオ点に向けたガチャガチャ景品案-ceb70ca742ea,,qgis_gis_tools,こんにちは！,7 min read,xlsx_update
2025-05-27,ジオ展用景品について！【5/27ドローン1週報】,INADA YUKA,https://medium.com/furuhashilab/ジオ展用景品について-5-27ドローン1週報-3827c693f2d6,drone,qgis_gis_tools,こんにちは、三年の稲田です！,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2025-05-27,５月ハッカソン 素敵なデザイン案を考えました！,KANAZAWA MAYU,https://medium.com/furuhashilab/５月ハッカソン-素敵なデザイン案を考えました-9f4e8120b518,,other,こんにちは。 ユース４年の金澤です。,4 min read,xlsx_update
2025-05-24,V＆F ジオガチャ案,Shota Arakawa,https://medium.com/furuhashilab/v-f-ジオガチャ案-f620e835e6d1,,other,こんにちは！ V＆Fの荒川です。,4 min read,xlsx_update
2025-05-20,【Youth① 週報】鎌倉お散歩日記,Shota Arakawa,https://medium.com/furuhashilab/youth①-週報-鎌倉お散歩日記-5ffc54d8d2e4,,openstreetmap,こんにちは！ Youth Mappers①の荒川です。,4 min read,xlsx_update
2025-05-19,Youth Mappers ②：2025年、前期目標！！,Hinako Terado,https://medium.com/furuhashilab/youth-mappers-②-2025年-前期目標-51f1ab7031d4,,openstreetmap,週報を担当する寺土日南子です。,3 min read,xlsx_update
2025-05-19,Blenderでクマを作る！【5/20デザイン週報】,Kouna Fukuda,https://medium.com/furuhashilab/blenderでクマを作る-5-20デザイン週報-e23750e465ad,,student_project,こんにちは、四年の福田です！,3 min read,xlsx_update
2025-05-19,【5/20ドローン部２週報】ドローンの種類を学ぼう,KOZAKI MIA,https://medium.com/furuhashilab/5-20%E3%83%89%E3%83%AD%E3%83%BC%E3%83%B3%E9%83%A8%EF%BC%92%E9%80%B1%E5%A0%B1-%E3%83%89%E3%83%AD%E3%83%BC%E3%83%B3%E3%81%AE%E7%A8%AE%E9%A1%9E%E3%82%92%E5%AD%A6%E3%81%BC%E3%81%86-cc0e3788223a,,qgis_gis_tools,こんにちは。 三年の小崎です。,4 min read,xlsx_update
2025-05-18,Adobe Premiere Proに迫る！プロ仕様の映像編集ソフトを徹底調査【5/20 V&F週報】,Kentaro Takai,https://medium.com/furuhashilab/5-20-v-f週報-52a4d381f3ef,,fieldwork,はじめに,5 min read,xlsx_update
2025-05-18,【5/18 週報】ドローン部、秋の合宿企画が始動中！,Yukari Hayashi,https://medium.com/furuhashilab/5-18-週報-ドローン部-秋の合宿企画が始動中-007931dd20c4,drone,qgis_gis_tools,こんにちは！ ドローン部4年の林です。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2025-05-13,与論島農地マッピングに挑戦！【5/13週報】,Chisatou,https://medium.com/furuhashilab/与論島農地マッピングに挑戦-5-13週報-a22a5e46a7d1,,humanitarian_mapping,こんにちは、古内です。 今回は、「International Humanitarian Mapathon 2025」の一環として取り組んだ与論島の農地マッピングプロジェクトについてご紹介します。,2 min read,xlsx_update
2025-05-13,【5/13週報】クライシスマッピング実践記,KOZAKI MIA,https://medium.com/furuhashilab/クライシスマッピング実践記-62cd989cd4f9,crisismapping,humanitarian_mapping,こんにちは。 3年の小崎です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2025-05-13,与論島の農地マッピングを行いました！,Miku,https://medium.com/furuhashilab/与論島の農地マッピングを行いました-0441c8e45a15,,other,こんにちは！ 4年の林（み）です。,3 min read,xlsx_update
2025-04-22,Phantom 4って何？｜基本構造と機能をわかりやすく解説,INOUE RENSEI,https://medium.com/furuhashilab/phantom-4って何-基本構造と機能をわかりやすく解説-2dbce0ee090f,drone,qgis_gis_tools,こんにちは、ドローン部3年の井上です！ これからよろしくお願いします。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2025-04-15,【Drone1 週報】ドローン部の魅力的な新メンバー紹介！！,Yukari Hayashi,https://medium.com/furuhashilab/drone1-週報-ドローン部の魅力的な新メンバー紹介-72c7a4ddaf04,drone,qgis_gis_tools,こんにちは！ ドローン部4年の林です！,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2024-12-13,無人航空機の事故、重大インシデントが発生した時の義務,Yukari Hayashi,https://medium.com/furuhashilab/無人航空機の事故-重大インシデントが発生した時の義務-e93a2b9c2064,drone,qgis_gis_tools,この制度は、無人航空機に関する事故又は重大インシデントが発生した場合、当該無人航空機を飛行させる者が、ただちに飛行を中止し、負傷者を救護すると共に、当該事故又は重大インシデントが発生した日時及び場所などを国土交通大臣に報告しなければならない制度です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2024-12-03,最もフィジカルで、最もプリミティブで、最もフェテッシュなやり方で都市を観察しています。,Taichi Furuhashi,https://medium.com/furuhashilab/最もフィジカルで-最もプリミティブで-最もフェテッシュなやり方で街を観察しています-44446f338df2,taichifuruhashi,student_project,ハリソン古橋です。 2024年しか使えないタイトルなので、アドベントカレンダー2024ネタとして拝借しましたが「地面師」は2024年公開作品の中でもジオ業界として絶対見ておくべき推奨作品といえます。,11 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2024-10-21,日本初！花火搭載のドローン！,Yukari Hayashi,https://medium.com/furuhashilab/日本初-花火搭載のドローン-ea2180d82a3a,drone,qgis_gis_tools,こんにちは。 ドローン部3年の林です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2024-09-03,日々是好LOG｜サバティカル在外研究,Taichi Furuhashi,https://medium.com/furuhashilab/日々是好log-a5f1d97efc3e,taichifuruhashi,other,毎日のルーチンをつくろう。,4 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2024-09-01,非中央集権型ウェブ地図システムの実現に向けて｜サバティカル在外研究,Taichi Furuhashi,https://medium.com/furuhashilab/非中央集権型ウェブ地図システムの実現に向けて-サバティカル在外研究-d99e1e5e830e,taichifuruhashi,openstreetmap,2024年8月30日、日本列島に居座る台風サンサンを避けながら飛行機を乗り継いでミラノに到着。 9月1日からミラノ工科大学(Politecnico di Milano、以下POLIMI)のVisiting…,7 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2024-07-08,OpenDroneMapとは？【ドローン部週報 2024/07/08】,Yukari Hayashi,https://medium.com/furuhashilab/opendronemapとは-ドローン部週報-2024-07-08-077d93c74679,drone,qgis_gis_tools,こんにちは！ ドローン部の林と佐藤です。,10 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2024-06-24,横瀬町でドローンの防災飛行訓練に参加！ (ドローン部週報 6/25),Yukari Hayashi,https://medium.com/furuhashilab/横瀬町でドローンの防災飛行訓練に参加-ドローン部週報-6-25-dcf610d11b33,drone,qgis_gis_tools,こんにちは。 ドローン部3年の林と佐藤です。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2024-06-23,【Youth 週報 6/25】今週もOpen Mapping towards Sustainable DevelopmentGoals の翻訳活動をやりました！,Yukari Hayashi,https://medium.com/furuhashilab/youth-%E9%80%B1%E5%A0%B1-6-25-%E4%BB%8A%E9%80%B1%E3%82%82open-mapping-towards-sustainable-developmentgoals-%E3%81%AE%E7%BF%BB%E8%A8%B3%E6%B4%BB%E5%8B%95%E3%82%92%E3%82%84%E3%82%8A%E3%81%BE%E3%81%97%E3%81%9F-593c9c569bf9,Openstreetmap,openstreetmap,こんにちは。 今週のYouthMappersAGUの活動は林が代表して報告します。,2 min read,xlsx_update
2024-06-18,グラレコの描き方~デジタル編~ デザイン週報(6/18),Riko Sueki,https://medium.com/furuhashilab/グラレコの描き方-デジタル編-デザイン週報-6-18-799fda3be6f2,graphicrecording,student_project,こんにちは！ 3年の末木です。,2 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2024-06-01,自給自足サバイバル生活,Mihiro Takizawa,https://medium.com/furuhashilab/こんにちは-3年の滝沢です-私は-5-3-5-5に長野県大町市にある-千年の森自然学校-でツリーハウス合宿に参加してきました-0816bdb70004,fieldwork,fieldwork,こんにちは！ 3年の滝沢です！,5 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2024-05-12,ゴールデンウィークはみんなで千年の森に行きました！（デザイン部週報5/7）,Kouna Fukuda,https://medium.com/furuhashilab/ゴールデンウィークはみんなで千年の森に行きました-デザイン部週報5-7-72750ddddff6,fieldwork,student_project,こんにちは！ 三年の福田です。,2 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2024-05-07,はじめての本格的なアウトドアに挑戦してみました（Youth週報）,Shiori Uehara,https://medium.com/furuhashilab/youth週報-5-7-5ab1c8e21d65,fieldwork,fieldwork,～千年の森に行ってきました！ ～,2 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2023-12-31,PLATEAUコンソーシアム始動！,Taichi Furuhashi,https://medium.com/furuhashilab/plateauコンソーシアム始動-c27520b9ad80,taichifuruhashi,other,我々は３次元空間で生きています。,4 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2023-05-30,吉田 ドローンモデリングハッカソン,吉田航,https://medium.com/furuhashilab/吉田-ドローンモデリングハッカソン-74dc6033c9a7,drone,qgis_gis_tools,こんにちは！ 4年の吉田です。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2023-03-10,国際会議参加レポート,吉田航,https://medium.com/furuhashilab/%E5%9B%BD%E9%9A%9B%E4%BC%9A%E8%AD%B0%E5%8F%82%E5%8A%A0%E3%83%AC%E3%83%9D%E3%83%BC%E3%83%88-765906f55cb6,Openstreetmap,event_report,OpenStreetMap Meetup(3/3) 参加レポートby Wataru Yoshida,3 min read,xlsx_update
2023-02-03,PLATEAU 建物データをOSMにインポートする際の事前準備,吉田航,https://medium.com/furuhashilab/plateau-%E5%BB%BA%E7%89%A9%E3%83%87%E3%83%BC%E3%82%BF%E3%82%92osm%E3%81%AB%E3%82%A4%E3%83%B3%E3%83%9D%E3%83%BC%E3%83%88%E3%81%99%E3%82%8B%E9%9A%9B%E3%81%AE%E4%BA%8B%E5%89%8D%E6%BA%96%E5%82%99-bf6d7fa3e52b,Openstreetmap,openstreetmap,こんにちは！ 3年の吉田です。,7 min read,xlsx_update
2023-01-05,古橋研究室のキャンプ飯2022まとめ,Taichi Furuhashi,https://medium.com/furuhashilab/古橋研究室のキャンプ飯2022まとめ-d20520ea8c43,taichifuruhashi,lab_overview,青山学院大学 地球社会共生学部の古橋研究室といえばキャンプ。,10 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2023-01-04,THETA Xの2/10FPSモードを極めし者がMapillaryを制する。,Taichi Furuhashi,https://medium.com/furuhashilab/theta-xの2-10fpsモードを極めし者がmapillaryを制する-c27e2f95a813,taichifuruhashi,other,2023年、360ストリートビューを手軽に撮るカメラは RICOH THETA X が断然オススメだ！,14 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2022-12-30,3D都市モデルPLATEAUをスケールする方法,Taichi Furuhashi,https://medium.com/furuhashilab/3d都市モデルplateauをスケールする方法-b21c93f13138,taichifuruhashi,other,世の中はギブアンドテイクがうまくいく。,10 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2022-12-12,ゼミ論アドベントカレンダー・おたすけグラレコ進捗,Haruka Yasuda,https://medium.com/furuhashilab/ゼミ論アドベントカレンダー-おたすけグラレコ進捗-efdfbd05cca5,graphicrecording,education,４年安田です。 2022年ゼミ論のプロジェクト、進捗報告をします。,2 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2022-11-24,【中間報告】フィリピンでの国際会議,Shogo Hirasawa,https://medium.com/furuhashilab/%E7%B5%8C%E9%81%8E%E5%A0%B1%E5%91%8A-%E3%83%95%E3%82%A3%E3%83%AA%E3%83%94%E3%83%B3%E3%81%A7%E3%81%AE%E5%9B%BD%E9%9A%9B%E4%BC%9A%E8%AD%B0-f66fae44918f,Openstreetmap,event_report,フィリピン レガスピ で開催されているPista ng Mapa / State of the Map Asia 2022 に参加しています。,4 min read,xlsx_update
2022-11-15,ドローン部週報,吉田航,https://medium.com/furuhashilab/ドローン部週報-dbecbb47748c,drone,qgis_gis_tools,こんにちは！ 3年の吉田です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2022-11-08,ゼミ論中間発表_おたすけグラレコアップデート,Haruka Yasuda,https://medium.com/furuhashilab/ゼミ論中間発表-おたすけグラレコアップデート-a95f41dfcc68,graphicrecording,education,4年の安田遥です。,2 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2022-11-08,ゼミ論中間報告,吉田航,https://medium.com/furuhashilab/%E3%82%BC%E3%83%9F%E8%AB%96%E4%B8%AD%E9%96%93%E5%A0%B1%E5%91%8A-1fc73fd50604,Openstreetmap,openstreetmap,こんにちは。 3年の吉田です！,2 min read,xlsx_update
2022-10-17,ドローン部週報,Taiyu Ozawa,https://medium.com/furuhashilab/ドローン部週報-d73690109dec,,student_project,こんにちは、ドローン部の小澤です！ 今週は、今年の代で初めてSTM練習キットを広げ、練習を行いました。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2022-06-21,"6/18,19横瀬町災害時初動訓練（ドローン訓練会）",Taiyu Ozawa,https://medium.com/furuhashilab/6-18-19横瀬町災害時初動訓練-ドローン訓練会-764c8b9f2b8e,drone,qgis_gis_tools,こんにちは、ドローン部3年の小澤です🙋‍♂️,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2022-06-09,ドローン部週報 6/14,吉田航,https://medium.com/furuhashilab/ドローン部週報-6-14-edca541acd6a,drone,qgis_gis_tools,こんにちは！ ドローン部吉田です！,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2022-05-31,【ドローン部】ガチャガチャハッカソン,Taiyu Ozawa,https://medium.com/furuhashilab/ドローン部-ガチャガチャハッカソン-c667c31915d9,drone,qgis_gis_tools,こんにちは、3年の小澤です🙋‍♂️,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2022-05-10,【ドローン部】週報２,吉田航,https://medium.com/furuhashilab/ドローン部-週報２-7c29d4cabfc9,drone,qgis_gis_tools,こんにちは。 三年の吉田です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2022-04-26,青学アドグル2022 始動！ DRONEBIRD隊員になろう。,Taichi Furuhashi,https://medium.com/furuhashilab/青学アドグル2022-始動-dronebird隊員になろう-e04764bca887,taichifuruhashi,lab_overview,青学には「アドバイザーグループ（通称：アドグル）」という全学部・全学年共通の自主ゼミ制度があります。 2021年度から古橋研究室もアドグル登録を行い、古橋研究室が取り組む災害時のドローン利活用やクライシスマッピング活動に参画したい学生を随時受け入れています。,7 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2022-04-26,【ドローン部】2022年度 第一回目ミーティング,Taiyu Ozawa,https://medium.com/furuhashilab/ドローン部-第一回目ミーティング-3fcbb1061f65,drone,qgis_gis_tools,前回のミーティングで、古橋先生を含めたドローン部メンバーでミーティングを行うとのことだったのですが、先生が中々に忙しいらしく連絡がなかった為、取り敢えず現状できることをやってみました！ 先生、ドローン部を見捨てないで下さいね、、😂笑,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2022-03-08,ウクライナマッピング支援 3/8,SHIORI ONO,https://medium.com/furuhashilab/%E3%82%A6%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%8A%E3%83%9E%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E6%94%AF%E6%8F%B4-3-8-2960bab1cf7d,Openstreetmap,openstreetmap,こんにちは。 YouthMappers AGUの小野です。,2 min read,xlsx_update
2022-03-01,OSMマッピングによるウクライナ支援,Ibuki Shibayama,https://medium.com/furuhashilab/osmマッピングによるウクライナ支援-10f9cc291378,crisismapping,openstreetmap,YouthMappers AGUはOSMマッピングによるウクライナの支援を行います。 詳細と支援方法は古橋先生から共有された OpenStreetMap Polish community からのメールで確認できます。,2 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2022-02-05,Markdown化で社会のアップデートを。,SHIORI ONO,https://medium.com/furuhashilab/社会のアップデートをmarkdown化で-e46fe0c82be3,report,education,2021年ゼミ論 最終発表,6 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2022-01-17,Show the Niantic flag!,Taichi Furuhashi,https://medium.com/furuhashilab/show-the-niantic-flag-4ab03ed1c3ea,taichifuruhashi,openstreetmap,NianticはOSMコミュニティにその旗を見せるべきだ。,15 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2022-01-11,ドローン部、今年の抱負,Yosuke Kanda,https://medium.com/furuhashilab/ドローン部-今年の抱負-8e575309c528,drone,qgis_gis_tools,UNVT Hackathon Drone Teamの成果,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2022-01-01,Google Earthがタイル技術を逆輸入！,Taichi Furuhashi,https://medium.com/furuhashilab/google-earthがタイル技術の逆輸入-9f8537d4b280,taichifuruhashi,other,Google Maps のプロトタイプを作成し、その後 Google に買収された Where 2 Technologies の Rasmussen兄弟を中心に、2005年2月にこの世に登場したのがウェブブラウザで快適に表示範囲・縮尺を変更できる Google Maps…,7 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2021-12-04,ドローン週報,Ran Matsuyama,https://medium.com/furuhashilab/ドローン週報-7d7847e58da1,drone,qgis_gis_tools,＃STM訓練,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-12-02,地図にない10億の人々。,Taichi Furuhashi,https://medium.com/furuhashilab/地図にない10億の人々-775d037a94eb,taichifuruhashi,humanitarian_mapping,TEDが認めた人道支援マッピングプロジェクトが切り開く明るい未来,8 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2021-11-02,ドローン部：ハッカソンの修正,Naoki Ito,https://medium.com/furuhashilab/ドローン部-味のあるイラスト作成-2f05a3de9fda,drone,qgis_gis_tools,今回はゼミ内サークルで取り組んでいるプロジェクトのイラストとLINEスタンプ化可能なコンテンツを作成しました。,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-10-22,ドローン部週報,Naoki Ito,https://medium.com/furuhashilab/ドローン部週報-f41cc68359b0,,student_project,##飛行訓練,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-10-19,第一回STM訓練開催！,Yosuke Kanda,https://medium.com/furuhashilab/第一回stm訓練開催-1df373ee2837,drone,qgis_gis_tools,今週は研究室に到着したSTMのバケツにAからJまでのアルファベットを書き加え、いよいよSTMを使ったドローン操縦訓練を開催しました。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-10-11,ドローン部週報,Naoki Ito,https://medium.com/furuhashilab/ドローン部週報-510c6b8cd9a,,qgis_gis_tools,本日より相模原キャンパスでドローンの飛行練習を行います。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-10-04,ドローン部週報,Ran Matsuyama,https://medium.com/furuhashilab/ドローン部週報-d3f0ae0da043,,student_project,今週のドローン部では飛行訓練の日程決めとSTMの練習方法について話し合いました。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-09-28,ドローン部夏合宿,Ho,https://medium.com/furuhashilab/ドローン部夏合宿-71e626496402,drone,qgis_gis_tools,先週から後期のゼミが始まりました！,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-09-01,デジタル庁が立ち上がる今だからこそ、政府標準利用規約（第3.0版）を作るべきだ,Taichi Furuhashi,https://medium.com/furuhashilab/デジタル庁が立ち上がる今だからこそ-政府標準利用規約-第3-0版-を作るべきだ-cb2cb4e39496,taichifuruhashi,other,2021年9月1日に、デジタル庁がスタートとのことで、関係者へのエールも込めて、今の気持ちを記します。 （2022/05/09 、2025/01/30追記あり → 政府標準利用規約から公共データ利用規約に名称変更になりました。,8 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2021-08-06,OSM 17th Birthday Celebration Mapathon,SHIORI ONO,https://medium.com/furuhashilab/osm-17th-birthday-celebration-mapathon-406fb034a777,Openstreetmap,openstreetmap,〜Asia-Pacific Mapathon〜,3 min read,xlsx_update
2021-07-20,ドローン部週報,Yosuke Kanda,https://medium.com/furuhashilab/ドローン部週報-94f5a5087f16,,student_project,合宿日程決定,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-07-12,ドローン部週報,Ran Matsuyama,https://medium.com/furuhashilab/ドローン部週報-c1576b9f947b,,student_project,今週は合宿の日程と活動内容について話し合いました。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-06-22,ドローン部週報,Naoki Ito,https://medium.com/furuhashilab/ドローン部週報-aa4d91c62496,,student_project,今週のミーティングでは以下について話し合いました。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-06-15,STMをつくろう!,Yosuke Kanda,https://medium.com/furuhashilab/stmをつくろう-6c3abc582875,drone,qgis_gis_tools,今週のドローン部ではSTMツールキットを作成することについて話し合いました。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-06-07,ドローン部６月ハッカソン,Ran Matsuyama,https://medium.com/furuhashilab/ドローン部６月ハッカソン-298a5766b837,drone,qgis_gis_tools,今回は、横瀬町ウォーキングコースアワードにドローン部として応募しました。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-06-01,ドローン週報⑤,Ho,https://medium.com/furuhashilab/ドローン週報⑤-d581e3c8ae6,drone,qgis_gis_tools,＃DRONE BIRDのロゴが完成,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-05-25,ドローン部：ハッカソンを終えて,Naoki Ito,https://medium.com/furuhashilab/ドローン部-ハッカソンを終えて-d874405f4d7e,drone,qgis_gis_tools,ドローン部の伊藤です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-05-18,ドローンを作成？！,Naoki Ito,https://medium.com/furuhashilab/ドローンを作成-ca9f16ae9f66,drone,lab_overview,2021年5月の古橋ゼミの課題は古橋研究室のガチャガチャのアイデアを３Dモデリングです。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-05-11,ドローン部週報③,Yosuke Kanda,https://medium.com/furuhashilab/ドローン部週報③-843bd57482de,drone,qgis_gis_tools,今週はドローン部リーダーに就任しました神田が担当いたします。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-04-28,デザイン部コンペ再び,川嶋彩香,https://medium.com/furuhashilab/デザイン部コンペ再び-e849ef0c6325,graphicrecording,student_project,新たな仲間を迎え始動したデザイン部では、前回の宿題として学んだ「デザインの４原則」のおさらいとコンペティションの選定を行いました！,4 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2021-04-26,ドローン部週報②,Ran Matsuyama,https://medium.com/furuhashilab/ドローン部週報②-33f0b968cb8a,drone,qgis_gis_tools,今週は、昨年度（2020）行ったドローン部の作業内容の振り返りと今後何をしていくのかを話し合いました。,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-04-20,ドローン部週報①,Ho,https://medium.com/furuhashilab/ドローン部週報①-65b3bde2a725,drone,student_project,先週から今年度のゼミがスタートしました！ 今後も週報でドローン部の活動をお伝えしていきますので、これからもよろしくお願いします！,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-03-11,東日本大震災から10年,Taichi Furuhashi,https://medium.com/furuhashilab/東日本大震災から10年-7e9f07dda10,taichifuruhashi,other,本日(3/11) 14:46に東日本大震災から10年を迎えます。,3 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2021-01-18,ドローン部週報㉓,Shunta Nakanishi,https://medium.com/furuhashilab/ドローン部週報㉓-2c856f36ecf4,drone,student_project,地球社会共生学部4年 中西 駿太 1A117117,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2021-01-18,#国土地理院#公式Twitter#イラスト化,川嶋彩香,https://medium.com/furuhashilab/国土地理院-公式twitter-イラスト化-23f60a33ff0a,graphicrecording,student_project,今年初ハッカソンは国土地理院ハッカソンということで、グラレコ部では「国土地理院公式Twitterのイラスト化」を行いました！,5 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2021-01-14,航空場を地理院地図で表示させる！？,Hironori Morita,https://medium.com/furuhashilab/航空場を地理院地図で表示させる-92a457e53e38,drone,qgis_gis_tools,ドローン部 ハッカソン12月編,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-12-25,アドベントカレンダー 12/25,森玲子,https://medium.com/furuhashilab/アドベントカレンダー-12-25-9fcdb652690b,drone,qgis_gis_tools,こんにちは。 気づいたらクリスマスの担当になっていました。,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-12-24,12月24日アドベントカレンダー「ドローンイベント広報上の最重要視点の選定」,佐野公紀,https://medium.com/furuhashilab/12月24日アドベントカレンダー-ドローンイベント広報上の最重要視点の選定-8044d439c747,drone,qgis_gis_tools,イブの日のアドベントカレンダーを担当します佐野です。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-12-22,【コンバーターファイターⅡ】MacOSでPotreeConverterの使用はできるのか？,Hironori Morita,https://medium.com/furuhashilab/コンバーターファイターⅱ-macosでpotreeconverterの使用はできるのか-16e2891a83ed,drone,qgis_gis_tools,アドベントカレンダー12月22日 森田浩徳,14 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-12-20,ドローン部週報㉒,森玲子,https://medium.com/furuhashilab/ドローン部週報㉒-97f3794d1eaf,drone,qgis_gis_tools,こんにちは、古橋ゼミ4年の森です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-12-16,伊豆大島ドローン調査を決行,Shunta Nakanishi,https://medium.com/furuhashilab/伊豆大島ドローン調査を決行-ff28c4c16937,drone,qgis_gis_tools,アドベントカレンダー12/18担当 2020年度 ゼミ論進捗状況報告&nbsp; 1A117117 中西 駿太,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-12-14,アドベントカレンダー12月14日,Ho,https://medium.com/furuhashilab/アドベントカレンダー12月14日-1e2ed0b0fec8,drone,qgis_gis_tools,本間友那,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-12-07,ドローン部 週報⑳,Shunta Nakanishi,https://medium.com/furuhashilab/ドローン部-週報⑳-f7d3dcd57ac3,drone,qgis_gis_tools,12/30 ドローン部 ミーティング内容,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2020-12-04,ポートフォリオレポ,大岸裕紀,https://medium.com/furuhashilab/ポートフォリオレポ-1eed70ebd6aa,graphicrecording,student_project,グラレコ部週報です。 今回のミーティングではポートフォリオ作成について話し合いました！,3 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
